cntyName,laneName,stteName
Charleston County,US Hwy 52,South Carolina
Charleston County,US Hwy 701,South Carolina
Charleston County,US Hwy 78,South Carolina
Cherokee County,I- 85,South Carolina
Cherokee County,State Hwy 105,South Carolina
Cherokee County,State Hwy 11,South Carolina
Cherokee County,State Hwy 11 Scn,South Carolina
Cherokee County,State Hwy 18,South Carolina
Cherokee County,State Hwy 211,South Carolina
Cherokee County,State Hwy 329,South Carolina
Cherokee County,State Hwy 5,South Carolina
Cherokee County,US Hwy 221,South Carolina
Cherokee County,US Hwy 221 Alt,South Carolina
Cherokee County,US Hwy 221 Scn,South Carolina
Cherokee County,US Hwy 29,South Carolina
Chester County,I- 77,South Carolina
Chester County,State Hwy 121,South Carolina
Chester County,State Hwy 215,South Carolina
Chester County,State Hwy 49,South Carolina
Chester County,State Hwy 72,South Carolina
Chester County,State Hwy 9,South Carolina
Chester County,State Hwy 901,South Carolina
Chester County,State Hwy 909,South Carolina
Chester County,State Hwy 97,South Carolina
Chester County,US Hwy 321,South Carolina
Chesterfield County,State Hwy 102,South Carolina
Chesterfield County,State Hwy 109,South Carolina
Chesterfield County,State Hwy 145,South Carolina
Chesterfield County,State Hwy 151,South Carolina
Chesterfield County,State Hwy 151 Byp,South Carolina
Chesterfield County,State Hwy 742,South Carolina
Chesterfield County,State Hwy 9,South Carolina
Chesterfield County,US Hwy 1,South Carolina
Chesterfield County,US Hwy 52,South Carolina
Chesterfield County,US Hwy 601,South Carolina
Clarendon County,I- 95,South Carolina
Clarendon County,State Hwy 260,South Carolina
Clarendon County,State Hwy 261,South Carolina
Clarendon County,State Hwy 527,South Carolina
Clarendon County,US Hwy 15,South Carolina
Clarendon County,US Hwy 301,South Carolina
Clarendon County,US Hwy 378,South Carolina
Clarendon County,US Hwy 521,South Carolina
Colleton County,Charleston Hwy,South Carolina
Colleton County,I- 95,South Carolina
Colleton County,Lowcountry Hwy,South Carolina
Colleton County,State Hwy 303,South Carolina
Colleton County,State Hwy 61,South Carolina
Colleton County,State Hwy 63,South Carolina
Colleton County,State Hwy 64,South Carolina
Colleton County,State Hwy 641,South Carolina
Colleton County,US Hwy 15,South Carolina
Colleton County,US Hwy 17,South Carolina
Colleton County,US Hwy 17 Alt,South Carolina
Colleton County,US Hwy 21,South Carolina
Colleton County,US Hwy 601,South Carolina
Darlington County,I- 20,South Carolina
Darlington County,I- 95,South Carolina
Darlington County,State Hwy 102,South Carolina
Darlington County,State Hwy 151,South Carolina
Darlington County,State Hwy 34,South Carolina
Darlington County,State Hwy 340,South Carolina
Darlington County,State Hwy 403,South Carolina
Darlington County,US Hwy 15,South Carolina
Darlington County,US Hwy 401,South Carolina
Darlington County,US Hwy 52,South Carolina
Dillon County,I- 95,South Carolina
Dillon County,State Hwy 34,South Carolina
Dillon County,State Hwy 34 W,South Carolina
Dillon County,State Hwy 38,South Carolina
Dillon County,State Hwy 917 E,South Carolina
Dillon County,State Hwy 917 W,South Carolina
Dillon County,US Hwy 301,South Carolina
Dillon County,US Hwy 301 S,South Carolina
Dorchester County,I- 26,South Carolina
Dorchester County,I- 95,South Carolina
Dorchester County,US Hwy 15,South Carolina
Dorchester County,US Hwy 178,South Carolina
Dorchester County,US Hwy 17A,South Carolina
Edgefield County,State Hwy 121,South Carolina
Edgefield County,State Hwy 19,South Carolina
Edgefield County,State Hwy 230,South Carolina
Edgefield County,State Hwy 283,South Carolina
Edgefield County,State Hwy 430,South Carolina
Edgefield County,State Hwy 67,South Carolina
Edgefield County,US Hwy 25,South Carolina
Edgefield County,US Hwy 378,South Carolina
Fairfield County,E State Hwy 34,South Carolina
Fairfield County,I- 77,South Carolina
Fairfield County,State Hwy 200,South Carolina
Fairfield County,State Hwy 215,South Carolina
Fairfield County,State Hwy 215N,South Carolina
Fairfield County,State Hwy 34,South Carolina
Fairfield County,State Hwy 34E,South Carolina
Fairfield County,US Hwy 321,South Carolina
Fairfield County,US Hwy 321 Byp N,South Carolina
Fairfield County,US Hwy 321 N,South Carolina
Fairfield County,US Hwy 321 S,South Carolina
Fairfield County,US Hwy 321S,South Carolina
Florence County,I- 20,South Carolina
Florence County,I- 20 Bus,South Carolina
Florence County,I- 95,South Carolina
Florence County,State Hwy 327,South Carolina
Florence County,State Hwy 341,South Carolina
Florence County,State Hwy 403,South Carolina
Florence County,State Hwy 41,South Carolina
Florence County,State Hwy 51,South Carolina
Florence County,US 52 Hwy,South Carolina
Florence County,US Hwy 301,South Carolina
Florence County,US Hwy 378,South Carolina
Florence County,US Hwy 52,South Carolina
Florence County,US Hwy 76,South Carolina
Georgetown County,State Hwy 261,South Carolina
Georgetown County,State Hwy 41,South Carolina
Georgetown County,State Hwy 51,South Carolina
Georgetown County,State Hwy 513,South Carolina
Georgetown County,US Hwy 17,South Carolina
Georgetown County,US Hwy 17 Alt,South Carolina
Georgetown County,US Hwy 521,South Carolina
Georgetown County,US Hwy 701,South Carolina
Greenville County,I- 185,South Carolina
Greenville County,I- 385,South Carolina
Greenville County,I- 85,South Carolina
Greenville County,N Hwy 25,South Carolina
Greenville County,State Hwy 11,South Carolina
Greenville County,State Hwy 11 Scn,South Carolina
Greenville County,State Hwy 124,South Carolina
Greenville County,State Hwy 14,South Carolina
Greenville County,State Hwy 183,South Carolina
Greenville County,State Hwy 247,South Carolina
Greenville County,State Hwy 291,South Carolina
Greenville County,State Hwy 418,South Carolina
Greenville County,State Hwy 8,South Carolina
Greenville County,US Hwy 123,South Carolina
Greenville County,US Hwy 25,South Carolina
Greenville County,US Hwy 25 Bus,South Carolina
Greenville County,US Hwy 276,South Carolina
Greenville County,US Hwy 76,South Carolina
Greenwood County,Hwy 72 W,South Carolina
Greenwood County,S US Hwy 25,South Carolina
Greenwood County,State Hwy 10,South Carolina
Greenwood County,State Hwy 225,South Carolina
Greenwood County,State Hwy 254,South Carolina
Greenwood County,State Hwy 34,South Carolina
Greenwood County,State Hwy 67,South Carolina
Greenwood County,State Hwy 72,South Carolina
Greenwood County,State Hwy 72 Bus,South Carolina
Greenwood County,State Rd S-24-131,South Carolina
Greenwood County,US Hwy 178,South Carolina
Greenwood County,US Hwy 221,South Carolina
Greenwood County,US Hwy 25,South Carolina
Greenwood County,US Hwy 25 Byp,South Carolina
Hampton County,I- 95,South Carolina
Hampton County,State Hwy 3,South Carolina
Hampton County,State Hwy 333,South Carolina
Hampton County,State Hwy 63,South Carolina
Hampton County,State Hwy 68,South Carolina
Hampton County,US Hwy 17 Alt,South Carolina
Hampton County,US Hwy 21,South Carolina
Hampton County,US Hwy 278,South Carolina
Hampton County,US Hwy 321,South Carolina
Hampton County,US Hwy 601,South Carolina
Horry County,E US Hwy 501,South Carolina
Horry County,State Hwy 22,South Carolina
Horry County,State Hwy 31,South Carolina
Horry County,State Hwy 319,South Carolina
Horry County,State Hwy 9,South Carolina
Horry County,State Hwy 90,South Carolina
Horry County,State Hwy 90 W,South Carolina
Horry County,State Hwy 905,South Carolina
Horry County,State Hwy 917,South Carolina
Horry County,US Hwy 17,South Carolina
Horry County,US Hwy 17 Byp N,South Carolina
Horry County,US Hwy 17 Byp S,South Carolina
Horry County,US Hwy 378,South Carolina
Horry County,US Hwy 501,South Carolina
Horry County,US Hwy 501 Bus,South Carolina
Horry County,US Hwy 701,South Carolina
Horry County,US Hwy 701 N,South Carolina
Horry County,US Hwy 701 S,South Carolina
Horry County,US Hwy 76,South Carolina
Horry County,W US Hwy 501,South Carolina
Jasper County,I- 95,South Carolina
Jasper County,State Hwy 119,South Carolina
Jasper County,State Hwy 3,South Carolina
Jasper County,State Hwy 336,South Carolina
Jasper County,State Hwy 462,South Carolina
Jasper County,US Hwy 17,South Carolina
Jasper County,US Hwy 278,South Carolina
Jasper County,US Hwy 321,South Carolina
Jasper County,US Hwy 601,South Carolina
Kershaw County,I- 20,South Carolina
Kershaw County,State Hwy 261,South Carolina
Kershaw County,State Hwy 34,South Carolina
Kershaw County,State Hwy 341,South Carolina
Kershaw County,State Hwy 346,South Carolina
Kershaw County,State Hwy 406,South Carolina
Kershaw County,State Hwy 903,South Carolina
Kershaw County,State Hwy 97,South Carolina
Kershaw County,US Hwy 1,South Carolina
Kershaw County,US Hwy 521,South Carolina
Kershaw County,US Hwy 601,South Carolina
Lancaster County,State Hwy 200,South Carolina
Lancaster County,State Hwy 265,South Carolina
Lancaster County,State Hwy 5,South Carolina
Lancaster County,State Hwy 9,South Carolina
Lancaster County,State Hwy 903,South Carolina
Lancaster County,State Hwy 97,South Carolina
Lancaster County,US Hwy 521,South Carolina
Lancaster County,US Hwy 521 Byp,South Carolina
Lancaster County,US Hwy 521 S,South Carolina
Lancaster County,US Hwy 601,South Carolina
Laurens County,I- 26,South Carolina
Laurens County,I- 385,South Carolina
Laurens County,State Hwy 127 Byp,South Carolina
Laurens County,State Hwy 252,South Carolina
Laurens County,State Hwy 308,South Carolina
Laurens County,State Hwy 39,South Carolina
Laurens County,State Hwy 49,South Carolina
Laurens County,State Hwy 56,South Carolina
Laurens County,State Hwy 56 S,South Carolina
Laurens County,State Hwy 72,South Carolina
Laurens County,US Hwy 221,South Carolina
Laurens County,US Hwy 221 S,South Carolina
Laurens County,US Hwy 25,South Carolina
Laurens County,US Hwy 76,South Carolina
Lee County,I- 20,South Carolina
Lee County,State Hwy 154,South Carolina
Lee County,State Hwy 441,South Carolina
Lee County,State Hwy 527,South Carolina
Lee County,US Hwy 15,South Carolina
Lee County,US Hwy 401,South Carolina
Lexington County,I- 20,South Carolina
Lexington County,I- 26,South Carolina
Lexington County,I- 77,South Carolina
Lexington County,State Hwy 113,South Carolina
Lexington County,State Hwy 245,South Carolina
Lexington County,State Hwy 3,South Carolina
Lexington County,State Hwy 391,South Carolina
Lexington County,State Hwy 602,South Carolina
Lexington County,US Hwy 1,South Carolina
Lexington County,US Hwy 176,South Carolina
Lexington County,US Hwy 178,South Carolina
Lexington County,US Hwy 21,South Carolina
Lexington County,US Hwy 321,South Carolina
Lexington County,US Hwy 378 W,South Carolina
Marion County,State Hwy 38,South Carolina
Marion County,State Hwy 41,South Carolina
Marion County,State Hwy 41 Alt,South Carolina
Marion County,State Hwy 576,South Carolina
Marion County,State Hwy 917,South Carolina
Marion County,US Hwy 301,South Carolina
Marion County,US Hwy 378,South Carolina
Marion County,US Hwy 501,South Carolina
Marion County,US Hwy 76,South Carolina
Marlboro County,State Hwy 38,South Carolina
Marlboro County,State Hwy 381,South Carolina
Marlboro County,State Hwy 79,South Carolina
Marlboro County,State Hwy 9,South Carolina
Marlboro County,US Hwy 1,South Carolina
Marlboro County,US Hwy 15,South Carolina
Marlboro County,US Hwy 401,South Carolina
McCormick County,State Hwy 23,South Carolina
McCormick County,State Hwy 28,South Carolina
McCormick County,State Hwy 283,South Carolina
McCormick County,State Hwy 67,South Carolina
McCormick County,State Hwy 81,South Carolina
McCormick County,US Hwy 221,South Carolina
McCormick County,US Hwy 378,South Carolina
McCormick County,US Hwy 378 W,South Carolina
Newberry County,I- 26,South Carolina
Newberry County,State Hwy 121,South Carolina
Newberry County,State Hwy 219,South Carolina
Newberry County,State Hwy 34 Byp,South Carolina
Newberry County,State Hwy 39,South Carolina
Newberry County,State Hwy 391,South Carolina
Newberry County,State Hwy 56,South Carolina
Newberry County,State Hwy 72,South Carolina
Newberry County,US Hwy 176,South Carolina
Newberry County,US Hwy 76,South Carolina
Newberry County,US Hwy 76 Bus,South Carolina
Newberry County,US Hwy 76 Byp,South Carolina
Oconee County,I- 85,South Carolina
Oconee County,State Hwy 107,South Carolina
Oconee County,State Hwy 11,South Carolina
Oconee County,State Hwy 11 S,South Carolina
Oconee County,State Hwy 130,South Carolina
Oconee County,State Hwy 183,South Carolina
Oconee County,State Hwy 24,South Carolina
Oconee County,State Hwy 28,South Carolina
Oconee County,State Hwy 59,South Carolina
Oconee County,US Hwy 123,South Carolina
Oconee County,US Hwy 76,South Carolina
Orangeburg County,I- 26,South Carolina
Orangeburg County,I- 95,South Carolina
Orangeburg County,Old Number 6 Hwy,South Carolina
Orangeburg County,Old Number Six Hwy,South Carolina
Orangeburg County,State Hwy 210,South Carolina
Orangeburg County,State Hwy 267,South Carolina
Orangeburg County,State Hwy 3,South Carolina
Orangeburg County,State Hwy 389,South Carolina
Orangeburg County,State Hwy 39,South Carolina
Orangeburg County,State Hwy 394,South Carolina
Orangeburg County,State Hwy 4,South Carolina
Orangeburg County,State Hwy 6,South Carolina
Orangeburg County,State Hwy 70,South Carolina
Orangeburg County,State Rd S-38-209,South Carolina
Orangeburg County,US Hwy 15,South Carolina
Orangeburg County,US Hwy 178,South Carolina
Orangeburg County,US Hwy 21,South Carolina
Orangeburg County,US Hwy 21 Byp,South Carolina
Orangeburg County,US Hwy 321,South Carolina
Orangeburg County,US Hwy 601,South Carolina
Orangeburg County,US Hwy 78,South Carolina
Pickens County,State Hwy 11,South Carolina
Pickens County,State Hwy 11 Scn,South Carolina
Pickens County,State Hwy 124,South Carolina
Pickens County,State Hwy 133,South Carolina
Pickens County,State Hwy 135,South Carolina
Pickens County,State Hwy 153,South Carolina
Pickens County,State Hwy 183,South Carolina
Pickens County,State Hwy 8,South Carolina
Pickens County,US Hwy 123,South Carolina
Pickens County,US Hwy 178,South Carolina
Pickens County,US Hwy 76,South Carolina
Richland County,I- 20,South Carolina
Richland County,I- 26,South Carolina
Richland County,I- 77,South Carolina
Richland County,State Hwy 277,South Carolina
Richland County,State Hwy 768,South Carolina
Richland County,US Hwy 321,South Carolina
Richland County,US Hwy 378,South Carolina
Richland County,US Hwy 601,South Carolina
Richland County,US Hwy 76,South Carolina
Saluda County,State Hwy 121,South Carolina
Saluda County,State Hwy 194,South Carolina
Saluda County,State Hwy 23,South Carolina
Saluda County,State Hwy 39,South Carolina
Saluda County,State Hwy 391,South Carolina
Saluda County,State Hwy 392,South Carolina
Saluda County,US Hwy 178,South Carolina
Saluda County,US Hwy 378,South Carolina
Spartanburg County,I- 26,South Carolina
Spartanburg County,I- 85,South Carolina
Spartanburg County,State Hwy 14,South Carolina
Spartanburg County,State Hwy 295,South Carolina
Spartanburg County,State Hwy 296,South Carolina
Spartanburg County,State Hwy 49,South Carolina
Spartanburg County,US Hwy 176,South Carolina
Spartanburg County,US Hwy 221,South Carolina
Spartanburg County,US Hwy 29,South Carolina
Sumter County,I- 95,South Carolina
Sumter County,State Hwy 120,South Carolina
Sumter County,State Hwy 261,South Carolina
Sumter County,State Hwy 261 S,South Carolina
Sumter County,State Hwy 341,South Carolina
Sumter County,State Hwy 403,South Carolina
Sumter County,State Hwy 527,South Carolina
Sumter County,US Hwy 15,South Carolina
Sumter County,US Hwy 378,South Carolina
Sumter County,US Hwy 401,South Carolina
Sumter County,US Hwy 521,South Carolina
Sumter County,US Hwy 76,South Carolina
Union County,State Hwy 105,South Carolina
Union County,State Hwy 114,South Carolina
Union County,State Hwy 18,South Carolina
Union County,State Hwy 18 Con,South Carolina
Union County,State Hwy 215,South Carolina
Union County,State Hwy 49,South Carolina
Union County,State Hwy 72,South Carolina
Union County,State Hwy 9,South Carolina
Union County,US Hwy 176,South Carolina
Williamsburg County,State Hwy 261,South Carolina
Williamsburg County,State Hwy 375,South Carolina
Williamsburg County,State Hwy 41,South Carolina
Williamsburg County,State Hwy 41/51,South Carolina
Williamsburg County,State Hwy 51,South Carolina
Williamsburg County,State Hwy 527,South Carolina
Williamsburg County,US Hwy 378,South Carolina
Williamsburg County,US Hwy 52,South Carolina
Williamsburg County,US Hwy 521,South Carolina
York County,I- 77,South Carolina
York County,State Hwy 121,South Carolina
York County,State Hwy 161,South Carolina
York County,State Hwy 274,South Carolina
York County,State Hwy 322,South Carolina
York County,State Hwy 49,South Carolina
York County,State Hwy 5,South Carolina
York County,State Hwy 901,South Carolina
